ref_date,generation_type,reported_total_mwh,computed_total_mwh,suppressed_component_count,component_count,variance_mwh,variance_pct,reconciliation_flag
2020-08-01,Total electricity production from non-renewable combustible fuels,572555,572555,0,2,0,0.0000,OK
2020-08-01,Wind power turbine,57681,57681,0,2,0,0.0000,OK
2020-09-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2020-09-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2020-09-01,Hydraulic turbine,18318,18318,1,2,0,0.0000,SUPPRESSED_SOURCE
2020-09-01,Other types of electricity generation,0,0,0,2,0,,OK
2020-09-01,Solar,0,0,0,2,0,,OK
2020-09-01,Tidal power turbine,0,0,0,2,0,,OK
2020-09-01,Total all types of electricity generation,646301,646301,0,2,0,0.0000,OK
2020-09-01,Total electricity production from biomass,31134,31134,0,2,0,0.0000,OK
2020-09-01,Total electricity production from combustible fuels,555531,555531,0,2,0,0.0000,OK
2020-09-01,Total electricity production from non-renewable combustible fuels,524397,524397,0,2,0,0.0000,OK
2020-09-01,Wind power turbine,72452,72452,0,2,0,0.0000,OK
2020-10-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2020-10-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2020-10-01,Hydraulic turbine,23118,23118,1,2,0,0.0000,SUPPRESSED_SOURCE
2020-10-01,Other types of electricity generation,0,0,0,2,0,,OK
2020-10-01,Solar,0,0,0,2,0,,OK
2020-10-01,Tidal power turbine,0,0,0,2,0,,OK
2020-10-01,Total all types of electricity generation,671220,671220,0,2,0,0.0000,OK
2020-10-01,Total electricity production from biomass,15010,15010,0,2,0,0.0000,OK
2020-10-01,Total electricity production from combustible fuels,568161,568161,0,2,0,0.0000,OK
2020-10-01,Total electricity production from non-renewable combustible fuels,553151,553151,0,2,0,0.0000,OK
2020-10-01,Wind power turbine,79941,79941,0,2,0,0.0000,OK
2020-11-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2020-11-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2020-11-01,Hydraulic turbine,38000,38000,1,2,0,0.0000,SUPPRESSED_SOURCE
2020-11-01,Other types of electricity generation,0,0,0,2,0,,OK
2020-11-01,Solar,0,0,0,2,0,,OK
2020-11-01,Tidal power turbine,0,0,0,2,0,,OK
2020-11-01,Total all types of electricity generation,722094,722094,0,2,0,0.0000,OK
2020-11-01,Total electricity production from biomass,8421,8421,0,2,0,0.0000,OK
2020-11-01,Total electricity production from combustible fuels,596482,596482,0,2,0,0.0000,OK
2020-11-01,Total electricity production from non-renewable combustible fuels,588061,588061,0,2,0,0.0000,OK
2020-11-01,Wind power turbine,87612,87612,0,2,0,0.0000,OK
2020-12-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2020-12-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2020-12-01,Hydraulic turbine,84350,84350,1,2,0,0.0000,SUPPRESSED_SOURCE
2020-12-01,Other types of electricity generation,0,0,0,2,0,,OK
2020-12-01,Solar,0,0,0,2,0,,OK
2020-12-01,Tidal power turbine,0,0,0,2,0,,OK
2020-12-01,Total all types of electricity generation,829737,829737,0,2,0,0.0000,OK
2020-12-01,Total electricity production from biomass,27097,27097,0,2,0,0.0000,OK
2020-12-01,Total electricity production from combustible fuels,657691,657691,0,2,0,0.0000,OK
2020-12-01,Total electricity production from non-renewable combustible fuels,630594,630594,0,2,0,0.0000,OK
2020-12-01,Wind power turbine,87696,87696,0,2,0,0.0000,OK
2021-01-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2021-01-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2021-01-01,Hydraulic turbine,88301,88301,1,2,0,0.0000,SUPPRESSED_SOURCE
2021-01-01,Other types of electricity generation,0,0,0,2,0,,OK
2021-01-01,Solar,0,0,0,2,0,,OK
2021-01-01,Tidal power turbine,0,0,0,2,0,,OK
2021-01-01,Total all types of electricity generation,980708,980708,0,2,0,0.0000,OK
2021-01-01,Total electricity production from biomass,31824,31824,0,2,0,0.0000,OK
2021-01-01,Total electricity production from combustible fuels,819820,819820,0,2,0,0.0000,OK
2021-01-01,Total electricity production from non-renewable combustible fuels,787996,787996,0,2,0,0.0000,OK
2021-01-01,Wind power turbine,72587,72587,0,2,0,0.0000,OK
2021-02-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2021-02-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2021-02-01,Hydraulic turbine,75196,75196,1,2,0,0.0000,SUPPRESSED_SOURCE
2021-02-01,Other types of electricity generation,0,0,0,2,0,,OK
2021-02-01,Solar,0,0,0,2,0,,OK
2021-02-01,Tidal power turbine,0,0,0,2,0,,OK
2021-02-01,Total all types of electricity generation,925651,925651,0,2,0,0.0000,OK
2021-02-01,Total electricity production from biomass,27646,27646,0,2,0,0.0000,OK
2021-02-01,Total electricity production from combustible fuels,770566,770566,0,2,0,0.0000,OK
2021-02-01,Total electricity production from non-renewable combustible fuels,742920,742920,0,2,0,0.0000,OK
2021-02-01,Wind power turbine,79889,79889,0,2,0,0.0000,OK
2021-03-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2021-03-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2021-03-01,Hydraulic turbine,82365,82365,1,2,0,0.0000,SUPPRESSED_SOURCE
2021-03-01,Other types of electricity generation,0,0,0,2,0,,OK
2021-03-01,Solar,0,0,0,2,0,,OK
2021-03-01,Tidal power turbine,0,0,0,2,0,,OK
2021-03-01,Total all types of electricity generation,933791,933791,0,2,0,0.0000,OK
2021-03-01,Total electricity production from biomass,27031,27031,0,2,0,0.0000,OK
2021-03-01,Total electricity production from combustible fuels,717234,717234,0,2,0,0.0000,OK
2021-03-01,Total electricity production from non-renewable combustible fuels,690203,690203,0,2,0,0.0000,OK
2021-03-01,Wind power turbine,134192,134192,0,2,0,0.0000,OK
2021-04-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2021-04-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2021-04-01,Hydraulic turbine,120135,120135,1,2,0,0.0000,SUPPRESSED_SOURCE
2021-04-01,Other types of electricity generation,0,0,0,2,0,,OK
2021-04-01,Solar,0,0,0,2,0,,OK
2021-04-01,Tidal power turbine,0,0,0,2,0,,OK
2021-04-01,Total all types of electricity generation,681770,681770,0,2,0,0.0000,OK
2021-04-01,Total electricity production from biomass,26003,26003,0,2,0,0.0000,OK
2021-04-01,Total electricity production from combustible fuels,446157,446157,0,2,0,0.0000,OK
2021-04-01,Total electricity production from non-renewable combustible fuels,420154,420154,0,2,0,0.0000,OK
2021-04-01,Wind power turbine,115478,115478,0,2,0,0.0000,OK
2021-05-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2021-05-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2021-05-01,Hydraulic turbine,90151,90151,1,2,0,0.0000,SUPPRESSED_SOURCE
2021-05-01,Other types of electricity generation,0,0,0,2,0,,OK
2021-05-01,Solar,0,0,0,2,0,,OK
2021-05-01,Tidal power turbine,0,0,0,2,0,,OK
2021-05-01,Total all types of electricity generation,655406,655406,0,2,0,0.0000,OK
2021-05-01,Total electricity production from biomass,28448,28448,0,2,0,0.0000,OK
2021-05-01,Total electricity production from combustible fuels,468761,468761,0,2,0,0.0000,OK
2021-05-01,Total electricity production from non-renewable combustible fuels,440313,440313,0,2,0,0.0000,OK
2021-05-01,Wind power turbine,96494,96494,0,2,0,0.0000,OK
2021-06-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2021-06-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2021-06-01,Hydraulic turbine,63984,63984,1,2,0,0.0000,SUPPRESSED_SOURCE
2021-06-01,Other types of electricity generation,0,0,0,2,0,,OK
2021-06-01,Solar,0,0,0,2,0,,OK
2021-06-01,Tidal power turbine,0,0,0,2,0,,OK
2021-06-01,Total all types of electricity generation,595561,595561,0,2,0,0.0000,OK
2021-06-01,Total electricity production from biomass,29504,29504,0,2,0,0.0000,OK
2021-06-01,Total electricity production from combustible fuels,435282,435282,0,2,0,0.0000,OK
2021-06-01,Total electricity production from non-renewable combustible fuels,405778,405778,0,2,0,0.0000,OK
2021-06-01,Wind power turbine,96295,96295,0,2,0,0.0000,OK
2021-07-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2021-07-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2021-07-01,Hydraulic turbine,30310,30310,1,2,0,0.0000,SUPPRESSED_SOURCE
2021-07-01,Other types of electricity generation,0,0,0,2,0,,OK
2021-07-01,Solar,0,0,0,2,0,,OK
2021-07-01,Tidal power turbine,0,0,0,2,0,,OK
2021-07-01,Total all types of electricity generation,668025,668025,0,2,0,0.0000,OK
2021-07-01,Total electricity production from biomass,34524,34524,0,2,0,0.0000,OK
2021-07-01,Total electricity production from combustible fuels,569685,569685,0,2,0,0.0000,OK
2021-07-01,Total electricity production from non-renewable combustible fuels,535161,535161,0,2,0,0.0000,OK
2021-07-01,Wind power turbine,68030,68030,0,2,0,0.0000,OK
2021-08-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2021-08-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2021-08-01,Hydraulic turbine,17576,17576,1,2,0,0.0000,SUPPRESSED_SOURCE
2021-08-01,Other types of electricity generation,0,0,0,2,0,,OK
2021-08-01,Solar,0,0,0,2,0,,OK
2021-08-01,Tidal power turbine,0,0,0,2,0,,OK
2021-08-01,Total all types of electricity generation,699742,699742,0,2,0,0.0000,OK
2021-08-01,Total electricity production from biomass,30847,30847,0,2,0,0.0000,OK
2021-08-01,Total electricity production from combustible fuels,624835,624835,0,2,0,0.0000,OK
2021-08-01,Total electricity production from non-renewable combustible fuels,593988,593988,0,2,0,0.0000,OK
2021-08-01,Wind power turbine,57331,57331,0,2,0,0.0000,OK
2021-09-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2021-09-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2021-09-01,Hydraulic turbine,29449,29449,1,2,0,0.0000,SUPPRESSED_SOURCE
2021-09-01,Other types of electricity generation,0,0,0,2,0,,OK
2021-09-01,Solar,0,0,0,2,0,,OK
2021-09-01,Tidal power turbine,0,0,0,2,0,,OK
2021-09-01,Total all types of electricity generation,595063,595063,0,2,0,0.0000,OK
2021-09-01,Total electricity production from biomass,34643,34643,0,2,0,0.0000,OK
2021-09-01,Total electricity production from combustible fuels,480236,480236,0,2,0,0.0000,OK
2021-09-01,Total electricity production from non-renewable combustible fuels,445593,445593,0,2,0,0.0000,OK
2021-09-01,Wind power turbine,85378,85378,0,2,0,0.0000,OK
2021-10-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2021-10-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2021-10-01,Hydraulic turbine,27620,27620,1,2,0,0.0000,SUPPRESSED_SOURCE
2021-10-01,Other types of electricity generation,0,0,0,2,0,,OK
2021-10-01,Solar,0,0,0,2,0,,OK
2021-10-01,Tidal power turbine,0,0,0,2,0,,OK
2021-10-01,Total all types of electricity generation,713242,713242,0,2,0,0.0000,OK
2021-10-01,Total electricity production from biomass,22369,22369,0,2,0,0.0000,OK
2021-10-01,Total electricity production from combustible fuels,604993,604993,0,2,0,0.0000,OK
2021-10-01,Total electricity production from non-renewable combustible fuels,582624,582624,0,2,0,0.0000,OK
2021-10-01,Wind power turbine,80629,80629,0,2,0,0.0000,OK
2021-11-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2021-11-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2021-11-01,Hydraulic turbine,52023,52023,1,2,0,0.0000,SUPPRESSED_SOURCE
2021-11-01,Other types of electricity generation,0,0,0,2,0,,OK
2021-11-01,Solar,0,0,0,2,0,,OK
2021-11-01,Tidal power turbine,0,0,0,2,0,,OK
2021-11-01,Total all types of electricity generation,755955,755955,0,2,0,0.0000,OK
2021-11-01,Total electricity production from biomass,9108,9108,0,2,0,0.0000,OK
2021-11-01,Total electricity production from combustible fuels,598141,598141,0,2,0,0.0000,OK
2021-11-01,Total electricity production from non-renewable combustible fuels,589033,589033,0,2,0,0.0000,OK
2021-11-01,Wind power turbine,105791,105791,0,2,0,0.0000,OK
2021-12-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2021-12-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2021-12-01,Hydraulic turbine,102547,102547,1,2,0,0.0000,SUPPRESSED_SOURCE
2021-12-01,Other types of electricity generation,0,0,0,2,0,,OK
2021-12-01,Solar,0,0,0,2,0,,OK
2021-12-01,Tidal power turbine,0,0,0,2,0,,OK
2021-12-01,Total all types of electricity generation,909868,909868,0,2,0,0.0000,OK
2021-12-01,Total electricity production from biomass,31672,31672,0,2,0,0.0000,OK
2021-12-01,Total electricity production from combustible fuels,693691,693691,0,2,0,0.0000,OK
2021-12-01,Total electricity production from non-renewable combustible fuels,662019,662019,0,2,0,0.0000,OK
2021-12-01,Wind power turbine,113630,113630,0,2,0,0.0000,OK
2022-01-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2022-01-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2022-01-01,Hydraulic turbine,138952,138952,1,2,0,0.0000,SUPPRESSED_SOURCE
2022-01-01,Other types of electricity generation,0,0,0,2,0,,OK
2022-01-01,Solar,0,0,0,2,0,,OK
2022-01-01,Tidal power turbine,0,0,0,2,0,,OK
2022-01-01,Total all types of electricity generation,1061577,1061577,0,2,0,0.0000,OK
2022-01-01,Total electricity production from biomass,32025,32025,0,2,0,0.0000,OK
2022-01-01,Total electricity production from combustible fuels,811889,811889,0,2,0,0.0000,OK
2022-01-01,Total electricity production from non-renewable combustible fuels,779864,779864,0,2,0,0.0000,OK
2022-01-01,Wind power turbine,110736,110736,0,2,0,0.0000,OK
2022-02-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2022-02-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2022-02-01,Hydraulic turbine,107123,107123,1,2,0,0.0000,SUPPRESSED_SOURCE
2022-02-01,Other types of electricity generation,0,0,0,2,0,,OK
2022-02-01,Solar,0,0,0,2,0,,OK
2022-02-01,Tidal power turbine,0,0,0,2,0,,OK
2022-02-01,Total all types of electricity generation,913361,913361,0,2,0,0.0000,OK
2022-02-01,Total electricity production from biomass,23479,23479,0,2,0,0.0000,OK
2022-02-01,Total electricity production from combustible fuels,694070,694070,0,2,0,0.0000,OK
2022-02-01,Total electricity production from non-renewable combustible fuels,670591,670591,0,2,0,0.0000,OK
2022-02-01,Wind power turbine,112168,112168,0,2,0,0.0000,OK
2022-03-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2022-03-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2022-03-01,Hydraulic turbine,127359,127359,1,2,0,0.0000,SUPPRESSED_SOURCE
2022-03-01,Other types of electricity generation,0,0,0,2,0,,OK
2022-03-01,Solar,0,0,0,2,0,,OK
2022-03-01,Tidal power turbine,0,0,0,2,0,,OK
2022-03-01,Total all types of electricity generation,919351,919351,0,2,0,0.0000,OK
2022-03-01,Total electricity production from biomass,20010,20010,0,2,0,0.0000,OK
2022-03-01,Total electricity production from combustible fuels,655052,655052,0,2,0,0.0000,OK
2022-03-01,Total electricity production from non-renewable combustible fuels,635042,635042,0,2,0,0.0000,OK
2022-03-01,Wind power turbine,136940,136940,0,2,0,0.0000,OK
2022-04-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2022-04-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2022-04-01,Hydraulic turbine,122556,122556,1,2,0,0.0000,SUPPRESSED_SOURCE
2022-04-01,Other types of electricity generation,0,0,0,2,0,,OK
2022-04-01,Solar,0,0,0,2,0,,OK
2022-04-01,Tidal power turbine,0,0,0,2,0,,OK
2022-04-01,Total all types of electricity generation,716936,716936,0,2,0,0.0000,OK
2022-04-01,Total electricity production from biomass,19221,19221,0,2,0,0.0000,OK
2022-04-01,Total electricity production from combustible fuels,447767,447767,0,2,0,0.0000,OK
2022-04-01,Total electricity production from non-renewable combustible fuels,428546,428546,0,2,0,0.0000,OK
2022-04-01,Wind power turbine,146613,146613,0,2,0,0.0000,OK
2022-05-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2022-05-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2022-05-01,Hydraulic turbine,132798,132798,1,2,0,0.0000,SUPPRESSED_SOURCE
2022-05-01,Other types of electricity generation,0,0,0,2,0,,OK
2022-05-01,Solar,0,0,0,2,0,,OK
2022-05-01,Tidal power turbine,0,0,0,2,0,,OK
2022-05-01,Total all types of electricity generation,658776,658776,0,2,0,0.0000,OK
2022-05-01,Total electricity production from biomass,13380,13380,0,2,0,0.0000,OK
2022-05-01,Total electricity production from combustible fuels,413703,413703,0,2,0,0.0000,OK
2022-05-01,Total electricity production from non-renewable combustible fuels,400323,400323,0,2,0,0.0000,OK
2022-05-01,Wind power turbine,112275,112275,0,2,0,0.0000,OK
2022-06-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2022-06-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2022-06-01,Hydraulic turbine,29128,29128,1,2,0,0.0000,SUPPRESSED_SOURCE
2022-06-01,Other types of electricity generation,0,0,0,2,0,,OK
2022-06-01,Solar,0,0,0,2,0,,OK
2022-06-01,Tidal power turbine,0,0,0,2,0,,OK
2022-06-01,Total all types of electricity generation,611797,611797,0,2,0,0.0000,OK
2022-06-01,Total electricity production from biomass,17742,17742,0,2,0,0.0000,OK
2022-06-01,Total electricity production from combustible fuels,500199,500199,0,2,0,0.0000,OK
2022-06-01,Total electricity production from non-renewable combustible fuels,482457,482457,0,2,0,0.0000,OK
2022-06-01,Wind power turbine,82470,82470,0,2,0,0.0000,OK
2022-07-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2022-07-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2022-07-01,Hydraulic turbine,26805,26805,1,2,0,0.0000,SUPPRESSED_SOURCE
2022-07-01,Other types of electricity generation,0,0,0,2,0,,OK
2022-07-01,Solar,0,0,0,2,0,,OK
2022-07-01,Tidal power turbine,0,0,0,2,0,,OK
2022-07-01,Total all types of electricity generation,667861,667861,0,2,0,0.0000,OK
2022-07-01,Total electricity production from biomass,18964,18964,0,2,0,0.0000,OK
2022-07-01,Total electricity production from combustible fuels,535813,535813,0,2,0,0.0000,OK
2022-07-01,Total electricity production from non-renewable combustible fuels,516849,516849,0,2,0,0.0000,OK
2022-07-01,Wind power turbine,105243,105243,0,2,0,0.0000,OK
2022-08-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2022-08-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2022-08-01,Hydraulic turbine,9799,9799,1,2,0,0.0000,SUPPRESSED_SOURCE
2022-08-01,Other types of electricity generation,0,0,0,2,0,,OK
2022-08-01,Solar,0,0,0,2,0,,OK
2022-08-01,Tidal power turbine,0,0,0,2,0,,OK
2022-08-01,Total all types of electricity generation,694314,694314,0,2,0,0.0000,OK
2022-08-01,Total electricity production from biomass,15666,15666,0,2,0,0.0000,OK
2022-08-01,Total electricity production from combustible fuels,609537,609537,0,2,0,0.0000,OK
2022-08-01,Total electricity production from non-renewable combustible fuels,593871,593871,0,2,0,0.0000,OK
2022-08-01,Wind power turbine,74978,74978,0,2,0,0.0000,OK
2022-09-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2022-09-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2022-09-01,Hydraulic turbine,14392,14392,1,2,0,0.0000,SUPPRESSED_SOURCE
2022-09-01,Other types of electricity generation,0,0,0,2,0,,OK
2022-09-01,Solar,0,0,0,2,0,,OK
2022-09-01,Tidal power turbine,0,0,0,2,0,,OK
2022-09-01,Total all types of electricity generation,578522,578522,0,2,0,0.0000,OK
2022-09-01,Total electricity production from biomass,3141,3141,0,2,0,0.0000,OK
2022-09-01,Total electricity production from combustible fuels,463280,463280,0,2,0,0.0000,OK
2022-09-01,Total electricity production from non-renewable combustible fuels,460139,460139,0,2,0,0.0000,OK
2022-09-01,Wind power turbine,100850,100850,0,2,0,0.0000,OK
2022-10-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2022-10-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2022-10-01,Hydraulic turbine,35493,35493,1,2,0,0.0000,SUPPRESSED_SOURCE
2022-10-01,Other types of electricity generation,0,0,0,2,0,,OK
2022-10-01,Solar,0,0,0,2,0,,OK
2022-10-01,Tidal power turbine,0,0,0,2,0,,OK
2022-10-01,Total all types of electricity generation,590762,590762,0,2,0,0.0000,OK
2022-10-01,Total electricity production from biomass,430,430,0,2,0,0.0000,OK
2022-10-01,Total electricity production from combustible fuels,442304,442304,0,2,0,0.0000,OK
2022-10-01,Total electricity production from non-renewable combustible fuels,441874,441874,0,2,0,0.0000,OK
2022-10-01,Wind power turbine,112965,112965,0,2,0,0.0000,OK
2022-11-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2022-11-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2022-11-01,Hydraulic turbine,45022,45022,1,2,0,0.0000,SUPPRESSED_SOURCE
2022-11-01,Other types of electricity generation,0,0,0,2,0,,OK
2022-11-01,Solar,0,0,0,2,0,,OK
2022-11-01,Tidal power turbine,0,0,0,2,0,,OK
2022-11-01,Total all types of electricity generation,663184,663184,0,2,0,0.0000,OK
2022-11-01,Total electricity production from biomass,395,395,0,2,0,0.0000,OK
2022-11-01,Total electricity production from combustible fuels,473495,473495,0,2,0,0.0000,OK
2022-11-01,Total electricity production from non-renewable combustible fuels,473100,473100,0,2,0,0.0000,OK
2022-11-01,Wind power turbine,144667,144667,0,2,0,0.0000,OK
2022-12-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2022-12-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2022-12-01,Hydraulic turbine,93794,93794,1,2,0,0.0000,SUPPRESSED_SOURCE
2022-12-01,Other types of electricity generation,0,0,0,2,0,,OK
2022-12-01,Solar,0,0,0,2,0,,OK
2022-12-01,Tidal power turbine,0,0,0,2,0,,OK
2022-12-01,Total all types of electricity generation,913964,913964,0,2,0,0.0000,OK
2022-12-01,Total electricity production from biomass,11036,11036,0,2,0,0.0000,OK
2022-12-01,Total electricity production from combustible fuels,679484,679484,0,2,0,0.0000,OK
2022-12-01,Total electricity production from non-renewable combustible fuels,668448,668448,0,2,0,0.0000,OK
2022-12-01,Wind power turbine,140686,140686,0,2,0,0.0000,OK
2023-01-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2023-01-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2023-01-01,Hydraulic turbine,156037,156037,1,2,0,0.0000,SUPPRESSED_SOURCE
2023-01-01,Other types of electricity generation,0,0,0,2,0,,OK
2023-01-01,Solar,0,0,0,2,0,,OK
2023-01-01,Tidal power turbine,0,0,0,2,0,,OK
2023-01-01,Total all types of electricity generation,950984,950984,0,2,0,0.0000,OK
2023-01-01,Total electricity production from biomass,16452,16452,0,2,0,0.0000,OK
2023-01-01,Total electricity production from combustible fuels,700197,700197,0,2,0,0.0000,OK
2023-01-01,Total electricity production from non-renewable combustible fuels,683745,683745,0,2,0,0.0000,OK
2023-01-01,Wind power turbine,94750,94750,0,2,0,0.0000,OK
2023-02-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2023-02-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2023-02-01,Hydraulic turbine,116241,116241,1,2,0,0.0000,SUPPRESSED_SOURCE
2023-02-01,Other types of electricity generation,0,0,0,2,0,,OK
2023-02-01,Solar,0,0,0,2,0,,OK
2023-02-01,Tidal power turbine,0,0,0,2,0,,OK
2023-02-01,Total all types of electricity generation,921642,921642,0,2,0,0.0000,OK
2023-02-01,Total electricity production from biomass,28653,28653,0,2,0,0.0000,OK
2023-02-01,Total electricity production from combustible fuels,689737,689737,0,2,0,0.0000,OK
2023-02-01,Total electricity production from non-renewable combustible fuels,661084,661084,0,2,0,0.0000,OK
2023-02-01,Wind power turbine,115664,115664,0,2,0,0.0000,OK
2023-03-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2023-03-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2023-03-01,Hydraulic turbine,92994,92994,1,2,0,0.0000,SUPPRESSED_SOURCE
2023-03-01,Other types of electricity generation,0,0,0,2,0,,OK
2023-03-01,Solar,0,0,0,2,0,,OK
2023-03-01,Tidal power turbine,0,0,0,2,0,,OK
2023-03-01,Total all types of electricity generation,913944,913944,0,2,0,0.0000,OK
2023-03-01,Total electricity production from biomass,31126,31126,0,2,0,0.0000,OK
2023-03-01,Total electricity production from combustible fuels,689492,689492,0,2,0,0.0000,OK
2023-03-01,Total electricity production from non-renewable combustible fuels,658366,658366,0,2,0,0.0000,OK
2023-03-01,Wind power turbine,131458,131458,0,2,0,0.0000,OK
2023-04-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2023-04-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2023-04-01,Hydraulic turbine,53010,53010,1,2,0,0.0000,SUPPRESSED_SOURCE
2023-04-01,Other types of electricity generation,0,0,0,2,0,,OK
2023-04-01,Solar,0,0,0,2,0,,OK
2023-04-01,Tidal power turbine,0,0,0,2,0,,OK
2023-04-01,Total all types of electricity generation,619657,619657,0,2,0,0.0000,OK
2023-04-01,Total electricity production from biomass,32562,32562,0,2,0,0.0000,OK
2023-04-01,Total electricity production from combustible fuels,451021,451021,0,2,0,0.0000,OK
2023-04-01,Total electricity production from non-renewable combustible fuels,418459,418459,0,2,0,0.0000,OK
2023-04-01,Wind power turbine,115626,115626,0,2,0,0.0000,OK
2023-05-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2023-05-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2023-05-01,Hydraulic turbine,52070,52070,1,2,0,0.0000,SUPPRESSED_SOURCE
2023-05-01,Other types of electricity generation,0,0,0,2,0,,OK
2023-05-01,Solar,0,0,0,2,0,,OK
2023-05-01,Tidal power turbine,0,0,0,2,0,,OK
2023-05-01,Total all types of electricity generation,560210,560210,0,2,0,0.0000,OK
2023-05-01,Total electricity production from biomass,34764,34764,0,2,0,0.0000,OK
2023-05-01,Total electricity production from combustible fuels,362005,362005,0,2,0,0.0000,OK
2023-05-01,Total electricity production from non-renewable combustible fuels,327241,327241,0,2,0,0.0000,OK
2023-05-01,Wind power turbine,146135,146135,0,2,0,0.0000,OK
2023-06-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2023-06-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2023-06-01,Hydraulic turbine,59951,59951,1,2,0,0.0000,SUPPRESSED_SOURCE
2023-06-01,Other types of electricity generation,0,0,0,2,0,,OK
2023-06-01,Solar,1216,1216,0,2,0,0.0000,OK
2023-06-01,Tidal power turbine,0,0,0,2,0,,OK
2023-06-01,Total all types of electricity generation,529877,529877,0,2,0,0.0000,OK
2023-06-01,Total electricity production from biomass,18147,18147,0,2,0,0.0000,OK
